Index,Text,Score
1892,"The Outlook mail is what I would call very messy and could be a lot better served it Microsoft just worried about making it clean like Office 2007, not a lot of bells and whistles which just get in the way of receiving emails without guessing which menu or button to select next",0
1893,I would say to any person interested in using Office 365 to stick with the software that is straight forward and easy to use,0
1894,"Keep your Office 2007, or 2010 and wait until Microsoft get their act together",0
1895,Installed very easily and seems to work fine,1
1896,It will be nice to have office on my pc/mac and tablet and phones,1
1897,Definitely a cheap option compared to Microsoft,1
1898,"com, but be aware: the subscription can only be activated from within the us or Canada",0
1899,"Anywhere else, and it does not allow you to activate it",0
1900,"Had to wait for a while to use it, since I was abroad for the time",1
1901,This is the second year of Office 365 for us,0
1902,"We use it a lot, and teach Word and Excel in our community center",0
1903,This is the easiest and cheapest way I know of to keep up to date with Office,1
1904,Unusable because it is for a different region,-1
1905,So I am out $66,0
1906,I wish I wouldn't have bought this item,-1
1907,This product is just a card with a product key on it,0
1908,"This has led to so much more ease with installation and management across various home computers, as you just need to sign into a site to download and manage Office",1
1909,"At the time I got it ($67), it was also a clear winner above the traditional licensing model, though you will have to get a spreadsheet and do the calculation for yourself",0
1910,I bought my wife a new laptop and decided on Office 365 instead of a Suite,0
1911,"The fact that I can share it to 5 platforms is great, I immediately sent it to her iPad and mine",0
1912,The fact that new software updates just get incorporated rather than having old Office versions to replace was the key factor,0
1913,I looked into that thoroughly before purchasing the trial,0
1914,"THEN, I read about the Key Card extension savings and came over to Amazon to try it out",0
1915,I just added a year of 365 for $72 which comes to $6 per month,0
1916,The instructions on the description page were perfect and I entered the code in about 45 seconds,0
1917,Great!,1
1918,Office 365 is IMHO the best way to have current ms office capability,1
1919,"Yes Google docs,  and various free constructions are very good",1
1920,"But if you even sometimes need to deal with real ms office files, this will save time and frustration",0
1921,One license for all my computers,0
1922,"5 computers, one user",0
1923,So install on wife's box as you,0
1924,Not one license each,0
1925,1st bought in 2013,0
1926,"Used on 3 desktop pc's, 2 laptop pc's and 2 smart phones",0
1927,1 year subscription for 5 computers,0
1928,"Both time purchased for $80, so $1",0
1929,33 per month per device not counting smart phones,0
1930,We use it enough just for documents to be worthwhile,0
1931,Easy to store work online or any of the devices,0
1932,Never have tried any other document software as most business's I deal with run Office,0
1933,"I like the automatic updates, tutorials and support that comes with this purchase",1
1934,Everything as it should be,1
1935,Original packaging with card,0
1936,This will be the future of software where everything is subscription,1
1937,Using the link on the back of the card you can not only register but download the programs EASILY,0
1938,You do not have to pay extra to be able to download the programs,0
1939,Plus you do not have register a CC card at MS as you would have to do with a trial,0
1940,So a subscription card (which is cheaper) is no different than buying a download/subscription,0
1941,TIP - before you start create a MS account at if you already do not have one (like XBOX or Windows)  before you start so you can get that out of the way,0
1942,It will send you an email to verify the email address you used,0
1943,Then follow the instructions on the back of the card,0
1944,And DO NOT get a trial first,-1
1945,"The only issue with the trial is that now MS has  CC on file for you, something you may not want",-1
1946,Finally bit the bullet and upgraded to the subscription Office,0
1947,Have owned Office 2007 since 2007,1
1948,"2007 was a good reliable system, but started having an issue where my Outlook Calendar stopped maintaining appointment notifications",0
1949,After failing to fix the 2007 issue I bought a $68 a year subscription at Amazon which seems about the right price point for the typical home user,0
